dyn_ret,dyn_vol,dyn_Sharpe,dyn_MDD,0_ret,0_vol,0_Sharpe,100_ret,100_vol,100_Sharpe,IR_vs_0,IR_vs_100
9.054381845310393,3.092379231479334,2.927966192871808,-0.8997609592139719,-0.0013420670792511748,0.06665335644971757,-0.02013502621227504,18.591814957898322,5.427806601271413,3.425290605148563,2.926504097501921,-2.6798623458436763
