dyn_ret_oos,dyn_vol_oos,dyn_Sharpe_oos,dyn_MDD_oos,0_ret_oos,0_vol_oos,0_Sharpe_oos,100_ret_oos,100_vol_oos,100_Sharpe_oos,IR_vs_0_oos,IR_vs_100_oos
3.1451559607892277,1.5046739220249978,2.090257506793539,-0.9655625755237198,-0.002500301350197623,0.05894268223404138,-0.042419198710194,11.591389711094052,4.5522081608404825,2.5463224223371,2.088441963522099,-2.16394850325678
