Date,R_dyn,R_0,R_100
2004-04-30,1.4312788679251538,-0.00972853415665295,1.4312788679251538
2004-05-31,1.4728409353195544,0.0038335341184124096,1.4728409353195544
2004-06-30,1.2131238464830383,0.00071249913465278,1.6728833118626305
2004-07-31,1.2924071603606642,-0.00723759943787123,1.7677955608409743
2004-08-31,1.870651534815005,0.011068814350343011,1.8718272862954453
2004-09-30,1.9914394528170731,0.01705309854749082,1.9914544528170732
2004-10-31,2.077011037252917,0.01352965255680058,2.0785431863928716
2004-11-30,1.7464826345030453,0.017422125706522417,2.2269180055640607
2004-12-31,1.2147476472490777,0.019088397022042722,2.2867966663976356
2005-01-31,1.2488396961908377,-0.02572810638647135,2.386244707352981
2005-02-28,1.30452183705625,0.0068902182802220106,2.4608171657972226
2005-03-31,1.2660587540865218,-0.00886727366317458,2.541044781836218
2005-04-30,2.0881659090509053,-0.01150303819538819,2.6501141739975314
2005-05-31,2.5915270497847596,-0.02308652520659639,2.663886952788123
2005-06-30,2.6931339645279966,-0.005883228726472431,2.7627431715103885
2005-07-31,2.748532918430765,0.00770586944572439,2.818780206293961
2005-08-31,2.823961460745065,0.00565832332271423,2.895720058494772
2005-09-30,2.4540463836659514,-0.01278755942600564,2.98382237994575
2005-10-31,2.565026393006966,-0.0017399113495380405,3.0958291847577137
2005-11-30,2.6857007810673976,-0.005587957190974909,3.232009447575564
2005-12-31,3.1996545526870555,0.00387483590020392,3.2881714568228393
2006-01-31,1.6875639435537875,0.01323808878456169,3.362099798323013
2006-02-28,1.7042504258567497,-0.012594779248337061,3.4210956309618363
2006-03-31,0.5841121546604032,0.01879912889183235,3.543032961071015
2006-04-30,0.6056831929798653,0.018070426477147537,3.6801261286478057
2006-05-31,0.6027786600150093,0.00480521043637888,3.734999844118794
2006-06-30,0.6150514308593642,0.0031723151700094104,3.8813764103888246
2006-07-31,0.6031125591089891,-0.00251317567010694,3.9236784876168365
2006-08-31,0.6441964485637324,0.00191357343750462,3.9641184096456072
2006-09-30,0.6572878637298333,-0.0035795230601846605,4.005323930386678
2006-10-31,0.6741340642520938,0.0011358644157875202,4.020017364568746
2006-11-30,0.7181417589560107,0.022331660739150088,4.089298009212257
2006-12-31,2.0691014800561005,0.0035648053598810103,4.13481815475232
2007-01-31,1.8565997378075085,-0.007811835694064059,4.16498484482048
2007-02-28,1.8648837285939095,0.00937722490721831,4.206603435056234
2007-03-31,1.8687346887812675,0.0077569505246081,4.227231168420868
2007-04-30,1.3331825020582124,0.01855502670802961,4.238929926714377
2007-05-31,1.3162197508472475,-0.0075624586572539294,4.288897976772088
2007-06-30,1.3229837847577854,0.00417596471877306,4.393439270653331
2007-07-31,1.3176349305606154,0.0011294098311226295,4.375111230032642
2007-08-31,1.45750794073006,-0.0036955017902114305,4.77240288398298
2007-09-30,1.5795225166595277,0.03426831668431099,4.348006432693053
2007-10-31,1.4244979863922487,0.01173468423335715,4.034408253317068
2007-11-30,1.613328492505166,0.00398866284990964,4.42865959890921
2007-12-31,1.1786038006856765,0.004818552645076031,4.00668234567299
2008-01-31,0.8066947734241984,0.00394145445350942,3.2002877017638705
2008-02-29,1.0732868033809817,0.0108964464357426,3.241555577704414
2008-03-31,0.9853503001169013,0.026426369455873542,3.0847977587649873
2008-04-30,0.9585610174535879,0.001525928724810251,3.0036466993828563
2008-05-31,0.8688821941555571,-0.0010066385160057197,2.8232405984071653
2008-06-30,0.8756026512573519,0.008358529512719051,2.8337730091499047
2008-07-31,1.9970385540657403,-0.0022150452581165903,2.7827282450096673
2008-08-31,2.0062833352953,-0.0333977268003009,2.793219887182695
2008-09-30,2.2506816528985154,-0.03466397005457394,3.78508303332055
2008-10-31,1.4777153268657854,-0.08214535851927438,2.8386040331273916
2008-11-30,1.0762781647742024,0.01196584954641401,1.8418273569053838
2008-12-31,0.4181527157255821,0.07535189834860495,0.7611635331025592
2009-01-31,0.588707736026302,-0.0697882076857077,0.612438095848449
2009-02-28,0.6061474916404455,0.0017897069085003395,0.6256184892171319
2009-03-31,0.5167910467164087,0.040979153913985225,0.5348941149833987
2009-04-30,0.42289220220861845,-0.008238130272353521,0.4370727247363464
2009-05-31,0.2788737953382009,0.03292789904753012,0.34926283243755424
2009-06-30,0.2509581612646101,-0.007474785708567211,0.3396128046273126
2009-07-31,0.2143421147373959,0.00766399551494061,0.3054097948485715
2009-08-31,0.1917381527775534,0.007191401804136631,0.27655148525999884
2009-09-30,0.18314037047828446,0.01675367440493961,0.2575854828887847
2009-10-31,0.1799841554449996,-0.00187302513498506,0.2554291592043955
2009-11-30,0.182497268918351,0.01105572205760934,0.2561871099476295
2009-12-31,0.16552695984544427,-0.02963427304737675,0.252711146746856
2010-01-31,0.17478936152244406,-0.02877991694066784,0.25010854616998845
2010-02-28,0.1831356128275237,-0.006371098355344118,0.25301860733010845
2010-03-31,0.2571064642253242,-0.00690041815911484,0.2627190954578673
2010-04-30,0.2715661798807157,-0.01240524287160254,0.2798435201253823
2010-05-31,0.29565170064727253,-0.05636673226648694,0.3088351734027972
2010-06-30,0.3035403324248328,-0.028135946901279053,0.3131271769082638
2010-07-31,0.23959703436630955,0.04551670364230353,0.3040467446395256
2010-08-31,0.19780796444637672,-0.03215275806819927,0.2783208570810698
2010-09-30,0.23151152519416907,0.060525826802234985,0.2798812104537357
2010-10-31,0.15398377079210726,0.014681114145870559,0.272865855284791
2010-11-30,0.11158800679708997,-0.05723340763410825,0.2804694212282882
2010-12-31,0.1485969320034748,0.0123198965267492,0.28487396748020044
2011-01-31,0.15215173687326075,0.02103337748745881,0.28327009625906274
2011-02-28,0.14441843779745472,0.0015824777445489998,0.2872543978503605
2011-03-31,0.2120977858847977,0.02752708204932679,0.28181652632025533
2011-04-30,0.1424078268170091,0.02210896752504275,0.2627666861089754
2011-05-31,0.11061594204202249,-0.027206198001433132,0.24843808208547813
2011-06-30,0.1275386769109929,0.0077838496079598,0.24729350421402602
2011-07-31,0.11063639082527424,-0.03012709667933205,0.25139987832988053
2011-08-31,0.12626771212926668,0.00522639983124,0.2473090244272934
2011-09-30,0.1127564172049009,-0.038186835529638335,0.26369966993944016
2011-10-31,0.14756476177276492,0.02272701943986162,0.27240250410566824
2011-11-30,0.13946433012273995,-0.01797919554385094,0.2969078557893309
2011-12-31,0.22444089364278275,-0.030189328991371507,0.31628547231608906
2012-01-31,0.2932573330356937,0.00195426555061899,0.3054529495804402
2012-02-29,0.28380646171452406,0.01907553722979323,0.29244249577128334
2012-03-31,0.2135205411638596,0.0016066321833612999,0.28601015117089523
2012-04-30,0.20492167836068034,-0.01307107782158674,0.2823251427958228
2012-05-31,0.181773035752629,-0.04608967184968221,0.27315551108409847
2012-06-30,0.14098017028131807,0.017265420664644315,0.2647549198979918
2012-07-31,0.17137429441256433,-0.024962709458335446,0.25090816475708866
2012-08-31,0.17798891496174213,0.01562499538235858,0.23644528087381259
2012-09-30,0.1706015193858137,0.01455779439804491,0.22468596509953112
2012-10-31,0.16314738316361665,0.00879241912332295,0.21970329213288575
2012-11-30,0.16169657350860134,0.0060978567575130805,0.22008530840539392
2012-12-31,0.11439913968145536,0.01514330179762401,0.21371497756528673
2013-01-31,0.12237082402245573,0.03804864409076953,0.211160645087702
2013-02-28,0.08652422461097516,-0.02352798170786671,0.21208331698685953
2013-03-31,0.09913642300654124,-0.014375803672153391,0.21267864968523587
2013-04-30,0.1150335484701123,0.02166779589855273,0.20839930104167184
2013-05-31,0.103264096424542,-0.0001157807707419297,0.20664397361982592
2013-06-30,0.1017161513789559,-0.00282433771673102,0.20625664047464282
2013-07-31,0.1091908828635492,0.01701848103305574,0.20136328469404263
2013-08-31,0.09541537346421239,-0.00880289294061882,0.19963363986904362
2013-09-30,0.10326396757891622,0.00879329686484631,0.19773463829298613
2013-10-31,0.09856797670458099,0.00659932340688789,0.1905366300022741
2013-11-30,0.09544455900890697,0.00036015526017681995,0.19052896275763714
2013-12-31,0.09923742949709505,0.008734995486979653,0.18973986350721045
2014-01-31,0.08236714151959271,-0.01766020362009494,0.18239448665928032
2014-02-28,0.09753638324363804,0.01335985599925627,0.18171291048801982
2014-03-31,0.09065361085090021,0.0009727103121801798,0.18033451138962026
2014-04-30,0.1258459896861684,0.00266396666789245,0.17871841790612683
2014-05-31,0.12442905467730538,-0.012638965312040229,0.17881141628637554
2014-06-30,0.12884893525649435,-0.00222772864577123,0.1848736342293023
2014-07-31,0.13143355754687042,-0.013382153764639321,0.18731732558396752
2014-08-31,0.1318568541656954,-0.01264537014449532,0.18821199896267915
2014-09-30,0.13230109888961814,-0.021223247029458114,0.18817633325662692
2014-10-31,0.13428275362378772,-0.00173472403431259,0.1881036665809555
2014-11-30,0.13466963865103534,0.004607080094140251,0.18477233334143145
2014-12-31,0.1330872559478623,-0.02114453421590319,0.18711599644287213
2015-01-31,0.026897118966818137,-0.0796563507404485,0.013079991953944076
2015-02-28,-0.08213044713680259,-0.004341061235448699,0.020313664027727316
2015-03-31,-0.08459577470051073,-0.02992360063978757,0.026244991319233343
2015-04-30,-0.04714415962790486,0.028683797114849294,0.036977310630462404
2015-05-31,-0.07000367200902081,-0.01481387844176051,0.036439629941475336
2015-06-30,-0.06286825504502905,0.0064290359401831705,0.03552727088188424
2015-07-31,-0.059970892190892654,-0.0057261873688308,0.046760940255714
2015-08-31,-0.0436816464440456,0.02195579279885411,0.050821270763028926
2015-09-30,-0.10636460072824015,-5.909455684774997e-05,0.04495459221748249
2015-10-31,0.016840182928949066,-0.01578055627641839,0.04967092213431649
2015-11-30,0.015985873028941416,-0.02580350948335297,0.05777525554123579
2015-12-31,0.0935791830123761,0.024334544751133794,0.16282382127361836
2016-01-31,-0.022662953281626395,0.0089247236408508,0.16092580635084627
2016-02-29,-0.035418967040555076,-0.0036469400701155093,0.1523617528159984
2016-03-31,-0.05754105745210706,0.03174133574501489,0.16100663069390855
2016-04-30,-0.0810390632218312,-0.0034239858567976207,0.16181823793258493
2016-05-31,-0.09932758481458462,-0.01541595217816935,0.18077480992739675
2016-06-30,-0.07422226603557308,0.003865172584546647,0.16729255447139926
2016-07-31,-0.07746209454992876,0.0048810287700627505,0.17384526123073302
2016-08-31,-0.08584670566638165,0.00420268813044786,0.15173410591450226
2016-09-30,-0.07721559056425989,0.0049358292592171496,0.15783452620115695
2016-10-31,-0.0869960895728212,-0.004433121243498499,0.16217315056465048
2016-11-30,-0.12251185724607985,-0.02607862946524818,0.19293951063388265
2016-12-31,-0.08502370719427739,-0.0013745449538597604,0.2726068375710071
2017-01-31,-0.039617771993414916,0.01262110308006366,0.28660776960800927
2017-02-28,-0.1476495471185011,-0.014250235042169001,0.2841845638525694
2017-03-31,-0.1264340253036728,0.0026909968115688904,0.3901514628215608
2017-04-30,-0.04088781861868514,0.014796768528428272,0.3913738880235056
2017-05-31,-0.03326467046506908,0.02617129676421502,0.4236680399635912
2017-06-30,-0.042647235512333403,0.01342688184869693,0.5069794869952872
2017-07-31,-0.02859122179874842,0.032743463602493486,0.509883111792706
2017-08-31,-0.04992956846061756,0.008147211435741271,0.5068054540284228
2017-09-30,-0.061806117751737895,-0.01087360463809958,0.5091458527514129
2017-10-31,-0.04423714519386471,-0.00571208078976943,0.5479760762741952
2017-11-30,-0.019800369619326907,0.014521323529615411,0.622618169787654
2017-12-31,-0.026082626347551915,0.00689175634160905,0.7204902303440938
2018-01-31,-0.017381554887696663,0.01146905521347078,0.7288490317040273
2018-02-28,-0.04481136881714498,-0.01119808434106482,0.7672535339193863
2018-03-31,-0.021736520251728723,0.008431282057116851,0.8861748016300545
2018-04-30,-0.03691931110787637,-0.006007854190823509,0.8987924287988533
2018-05-31,-0.053130453229586205,-0.02697633465112481,0.9391371001114328
2018-06-30,-0.02933620125361088,0.00322033699548906,0.9853645086272649
2018-07-31,0.510629628810913,0.00294653069425136,1.0184627269275748
2018-08-31,0.5154735014106375,-0.010193442195804422,1.0411404450170794
2018-09-30,0.5591411153448919,0.004047355049552881,1.114234875640231
2018-10-31,0.5595579994773766,-0.01671668203460023,1.1358326809893535
2018-11-30,0.571576500354341,-0.0007208064888709503,1.143873807197553
2018-12-31,0.6185796695682538,0.006163566255132719,1.230995772881375
2019-01-31,0.6172108666493246,-0.005353354099827881,1.239775087398477
2019-02-28,-0.01443536270260913,-0.00598659699254308,1.2275415307862136
2019-03-31,-0.01864530585622889,-0.01116821143099812,1.2296788229935212
2019-04-30,-0.008130915521316288,0.00510587514284208,1.2209690507430242
2019-05-31,-0.01681605891805273,-0.004409454346506341,1.1899717574342838
2019-06-30,-0.00334825464503378,0.01172952299473523,1.1731778937867767
2019-07-31,-0.02769018759997752,-0.01332478699779336,1.0853153434892688
2019-08-31,-0.030824176901803654,-0.01110407330027198,1.000021475445364
2019-09-30,-0.019297042664570333,-0.00706147381130324,0.9821533039138313
2019-10-31,0.440419883667207,0.01027002864557301,0.870719738688841
2019-11-30,0.400528467454415,-0.00789962803405566,0.8089565629428856
2019-12-31,0.43382120644681843,0.005338368525832211,0.8623040443678046
2020-01-31,0.40146931351200466,-0.011211825366759812,0.8141504523907692
2020-02-29,0.36012587515097594,-5.3197288452459454e-05,0.7203049475904044
2020-03-31,0.19418556100082887,0.00554404871849333,0.3828270732831644
2020-04-30,0.025432527632086636,-0.00917512228195119,0.06004017754612444
2020-05-31,-0.014664115881636255,0.01712654806231835,-0.046454779825590875
2020-06-30,-0.024665652789873017,0.00798100103503405,-0.05731230661478008
2020-07-31,-0.021729177427433313,0.02741557557168916,-0.07087393042655579
2020-08-31,-0.033171024587225276,0.0068815578180875196,-0.07322360699253809
2020-09-30,-0.041435022386139594,-0.007980294075510472,-0.081660551113999
2020-10-31,-0.047409173240188195,-0.0083627934759037,-0.08639555300447269
2020-11-30,-0.030854534955313387,0.01588880865782881,-0.09095229057769508
2020-12-31,-0.034297579474797675,0.012524852523962128,-0.08910395939904052
2021-01-31,-0.051425226687595346,-0.00440958628879749,-0.09841086708639318
2021-02-28,-0.04797848057802136,-0.00258215874709653,-0.09337480240894618
2021-03-31,-0.019810010068642976,-0.01550560326836017,-0.09665945687036791
2021-04-30,-0.016739296957171648,0.01615379083094458,-0.0993742645365122
2021-05-31,-0.02528609818250381,0.00844635483991126,-0.10934532470784307
2021-06-30,-0.019579395852901055,-0.01813191733881759,-0.10179292590504858
2021-07-31,-0.05536863631434781,-0.00553867327500072,-0.1049885993536949
2021-08-31,-0.05484027794125608,-0.0005778165494104998,-0.10910273933310163
2021-09-30,-0.05995171689316915,-0.010819486892699761,-0.10908394689363854
2021-10-31,-0.048329554424804,-0.0059635565308882406,-0.09069555231871979
2021-11-30,-0.0298118373057044,-0.013584993941287392,-0.105100761111239
2021-12-31,-0.007863281409548478,-3.190501596747044e-05,-0.06736964124864209
2022-01-31,0.0979060364020904,-0.00789105780213808,0.14063946260110988
2022-02-28,0.1165945692332607,-0.00322693979963799,0.23902417522043273
2022-03-31,0.18258391365260404,-0.0024592473712700003,0.3690632905037199
2022-04-30,0.2859570340545323,-0.02237874626647471,0.5933335424414374
2022-05-31,0.39902807289484676,0.013487348471609931,0.7838877965628355
2022-06-30,0.5598061234787425,-0.01230603315624023,1.137534197708884
2022-07-31,0.7311390921348995,-0.02788927691236635,1.4958428509850528
2022-08-31,0.6415136768686843,0.0024108793761167518,1.679771327168444
2022-09-30,-0.014784251621597745,-0.01146247955261322,2.0213981378102517
2022-10-31,0.00351678947851631,0.00862015757986142,2.464048593909016
2022-11-30,0.020082749451546148,0.02262984523955111,2.704929563580158
2022-12-31,0.01544918974580308,0.0180770914267386,2.8710160607631603
2023-01-31,0.00822898235308484,0.00824398235308484,3.0494190964812393
2023-02-28,-0.01164001394796792,-0.01164001394796792,3.1254595315270732
2023-03-31,0.0112990882291908,0.0112990882291908,3.2506927890460107
2023-04-30,0.01041528245886048,0.01041528245886048,2.5175288056583365
2023-05-31,-0.02244860904713787,-0.02244860904713787,2.5796642336445004
2023-06-30,0.016478046156665736,0.016478046156665736,2.5927248397951916
2023-07-31,-0.0009354226086221596,-0.0009354226086221596,2.698554884776444
2023-08-31,-0.00666487509028956,-0.00666487509028956,2.7021280494510322
2023-09-30,-0.007931708031247181,-0.007931708031247181,2.6986820964484237
2023-10-31,1.349453934113337,0.0014751757886919499,2.696202088240266
2023-11-30,1.358127476057935,0.011326429614422009,2.7081863630954377
2023-12-31,1.35364139701997,-0.0007719661444687302,2.7157133221724026
2024-01-31,1.3446730764546295,-0.01074253222448275,2.7007196955647346
2024-02-29,0.007090272909741371,0.00716527290974137,2.6995452909933646
2024-03-31,0.00342082337752186,0.00342082337752186,2.7000954241519226
2024-04-30,1.3497764565289583,-0.0015051581272739391,2.696933895766648
2024-05-31,1.355709313605179,0.00897327980888417,2.701931877102404
2024-06-30,1.347707178555507,-0.00953356557386042,2.7082201012999256
2024-07-31,1.3470285531049753,-0.004518587723331631,2.708340627203796
2024-08-31,1.3202187039664381,0.007007706834751429,2.636571378129476
2024-09-30,1.2302103707469367,0.0013516963425434301,2.4616392911099565
2024-10-31,-0.005655650854415311,-0.005580650854415311,0.0
2024-11-30,-0.02358242134499189,-0.02358242134499189,0.0
2024-12-31,-0.006968267993971199,-0.006968267993971199,0.0
2025-01-31,0.00206859203067746,0.00206859203067746,0.0
2025-02-28,-0.00639050475610357,-0.00639050475610357,0.0
2025-03-31,0.03157674411244246,0.03157674411244246,0.0
2025-04-30,0.021733030143605652,0.021733030143605652,0.0
2025-05-31,-0.0004799311698618599,-0.0004799311698618599,0.0
2025-06-30,0.02670867143570175,0.02670867143570175,0.0
2025-07-31,-0.014904983456752988,-0.014904983456752988,0.0
2025-08-31,0.013656103395570031,0.013656103395570031,0.0
2025-09-30,0.00773900975470992,0.00773900975470992,0.0
