pair,dyn_ret_oos,dyn_vol_oos,dyn_Sharpe_oos,dyn_MDD_oos,0_ret_oos,0_vol_oos,0_Sharpe_oos,100_ret_oos,100_vol_oos,100_Sharpe_oos,IR_vs_0_oos,IR_vs_100_oos,avg_turnover_%_oos
EURCHF,-0.5726505952247856,1.1712669409337628,-0.48891552831522284,-1.0,-0.019070429946581174,0.05690937794286031,-0.3351017114565684,0.7925767540413913,2.814520510562979,0.281602763620598,-0.4718572900908175,-0.6260169195846184,4.968944099378882
EURGBP,3.253323755059876,2.0254825161923784,1.6061969081696474,-0.08983020485309012,0.007914151521745474,0.06661076679355832,0.1188118963751491,15.216418943468298,6.53993601527441,2.3266923266419495,1.601680201897919,-1.9904911204151159,5.590062111801243
EURJPY,0.34081180436461433,0.29930252692141096,1.1386866922580396,-0.9074237717006424,0.009521857419411564,0.09892998208030576,0.09624844985499198,0.9393101546277814,0.6928634690949029,1.3556929994517033,1.0653559238144998,-1.1971776434428754,5.590062111801243
EURUSD,5.149880296771496,2.573486881693796,2.0011294144938443,-0.0828669974682067,-0.002442462814343275,0.08198767106247844,-0.029790610986888556,16.591319112258674,6.3447670508166745,2.6149611135247435,1.9997850238659072,-2.1731657566029416,4.037267080745342
