Date,pair,pnl_dyn,pnl_0,pnl_100,h_used,dh,tc
2001-04-30,EURCHF,0.0073659155802692,0.0073659155802692,3.123569991388575,0.0,0.0,0.0
2001-05-31,EURCHF,-0.0130084198069639,-0.0130084198069639,3.23178986345742,0.0,0.0,0.0
2001-06-30,EURCHF,0.0021360858612696,0.0021360858612696,3.239342345394085,0.0,0.0,0.0
2001-07-31,EURCHF,-0.0070499386046805,-0.0070499386046805,3.2051164181811664,0.0,0.0,0.0
2001-08-31,EURCHF,0.0026083382513985,0.0026083382513985,3.291769474092108,0.0,0.0,0.0
2001-09-30,EURCHF,-0.0261238800423923,-0.0261238800423923,2.209364219511028,0.0,0.0,0.0
2001-10-31,EURCHF,-0.0041038569356726,-0.0041038569356726,2.0978793883328533,0.0,0.0,0.0
2001-11-30,EURCHF,1.0337810923252762,-0.0002379293361099,2.0681001139866626,0.5,0.5,0.00015
2001-12-31,EURCHF,0.8790253045846846,0.0046463599555868,1.7534042492137825,0.5,0.0,0.0
2002-01-31,EURCHF,0.7893581961891409,-0.0001691961494993,1.5788855885277813,0.5,0.0,0.0
2002-02-28,EURCHF,1.6741722505131986,-0.0018291448769042,1.6743222505131987,1.0,0.5,0.00015
2002-03-31,EURCHF,1.4783364032218265,-0.0058826699389658,1.4783364032218265,1.0,0.0,0.0
2002-04-30,EURCHF,1.4845794577391582,-0.0071189293736036,1.4845794577391582,1.0,0.0,0.0
2002-05-31,EURCHF,1.139076110196311,0.005992860769175,1.139076110196311,1.0,0.0,0.0
2002-06-30,EURCHF,1.1302537466403946,0.0028979104200264,1.1302537466403946,1.0,0.0,0.0
2002-07-31,EURCHF,0.7302097295482013,-0.0115734899090764,0.7302097295482013,1.0,0.0,0.0
2002-08-31,EURCHF,0.6487063125701531,0.0138857869132271,0.6487063125701531,1.0,0.0,0.0
2002-09-30,EURCHF,0.6823392320818765,-0.0113748216245492,0.6823392320818765,1.0,0.0,0.0
2002-10-31,EURCHF,0.640876468496127,0.0048663564163839,0.640876468496127,1.0,0.0,0.0
2002-11-30,EURCHF,0.7062453258952518,0.0085442965302013,0.7062453258952518,1.0,0.0,0.0
2002-12-31,EURCHF,0.5734956663591271,-0.0161971762419668,0.5734956663591271,1.0,0.0,0.0
2003-01-31,EURCHF,0.5624990802718898,0.011712863794638,0.5624990802718898,1.0,0.0,0.0
2003-02-28,EURCHF,0.556013591328994,-0.0055653386385879,0.556013591328994,1.0,0.0,0.0
2003-03-31,EURCHF,0.266470573746779,0.0099479578941881,0.266470573746779,1.0,0.0,0.0
2003-04-30,EURCHF,0.2409667611213515,0.0268243508049277,0.2409667611213515,1.0,0.0,0.0
2003-05-31,EURCHF,0.2179440810154857,0.0099826790319766,0.2179440810154857,1.0,0.0,0.0
2003-06-30,EURCHF,0.2403220190930126,0.0161730339749952,0.2403220190930126,1.0,0.0,0.0
2003-07-31,EURCHF,0.216818029128032,-0.0100815122965834,0.216818029128032,1.0,0.0,0.0
2003-08-31,EURCHF,0.2228531521693059,-0.0012348488879438,0.2228531521693059,1.0,0.0,0.0
2003-09-30,EURCHF,0.1783010201482103,-6.503430561916046e-05,0.1783010201482103,1.0,0.0,0.0
2003-10-31,EURCHF,0.1807523788653701,0.0098047932233843,0.1807523788653701,1.0,0.0,0.0
2003-11-30,EURCHF,0.2268267488038898,-0.0028054127359193,0.2268267488038898,1.0,0.0,0.0
2003-12-31,EURCHF,0.1973426235042599,0.0077521014815208,0.1973426235042599,1.0,0.0,0.0
2004-01-31,EURCHF,0.1797468307407708,0.0046353358894715,0.1797468307407708,1.0,0.0,0.0
2004-02-29,EURCHF,0.2093455342021733,0.0057244781689506,0.2093455342021733,1.0,0.0,0.0
2004-03-31,EURCHF,0.1946270590095589,-0.0112573938590262,0.1946270590095589,1.0,0.0,0.0
2004-04-30,EURCHF,0.197692867925154,-0.0047900048185975,0.197692867925154,1.0,0.0,0.0
2004-05-31,EURCHF,0.1792159353195542,-0.0151960843523458,0.1792159353195542,1.0,0.0,0.0
2004-06-30,EURCHF,0.3796333118626306,-0.003342840592008,0.3796333118626306,1.0,0.0,0.0
2004-07-31,EURCHF,0.3827095608409743,0.0112943913192955,0.3827095608409743,1.0,0.0,0.0
2004-08-31,EURCHF,0.3982642862954453,0.0015244152604224,0.3982642862954453,1.0,0.0,0.0
2004-09-30,EURCHF,0.574516452817073,0.0043657600266266,0.574516452817073,1.0,0.0,0.0
2004-10-31,EURCHF,0.6245431863928714,-0.013710861655058,0.6245431863928714,1.0,0.0,0.0
2004-11-30,EURCHF,0.6577300055640606,-0.0086079974306282,0.6577300055640606,1.0,0.0,0.0
2004-12-31,EURCHF,0.6388586663976356,0.0200575110052506,0.6388586663976356,1.0,0.0,0.0
2005-01-31,EURCHF,0.688494707352981,0.0026807502771531,0.688494707352981,1.0,0.0,0.0
2005-02-28,EURCHF,0.6991051657972226,-0.0075762843780542,0.6991051657972226,1.0,0.0,0.0
2005-03-31,EURCHF,0.3683103612102283,0.0081889405842388,0.7287317818362178,0.5,-0.5,0.00015
2005-04-30,EURCHF,0.35505061671314625,-0.0081759405712387,0.7182771739975312,0.5,0.0,0.0
2005-05-31,EURCHF,0.3530749773125499,-0.0017369981630231,0.7078869527881229,0.5,0.0,0.0
2005-06-30,EURCHF,0.35804513659842996,0.0100741016864713,0.7060161715103886,0.5,0.0,0.0
2005-07-31,EURCHF,0.3587307669779831,0.0074943276620054,0.7099672062939608,0.5,0.0,0.0
2005-08-31,EURCHF,0.3484260697462353,-0.0103669190023009,0.7072190584947715,0.5,0.0,0.0
2005-09-30,EURCHF,0.3625171369117323,0.0059618938777147,0.7190723799457499,0.5,0.0,0.0
2005-10-31,EURCHF,0.360758357214753,-0.0070614703282077,0.7285781847577137,0.5,0.0,0.0
2005-11-30,EURCHF,0.44700975069529353,0.0032370538150231,0.8907824475755639,0.5,0.0,0.0
2005-12-31,EURCHF,0.4364469366680119,0.0038244165131846,0.8690694568228392,0.5,0.0,0.0
2006-01-31,EURCHF,0.4317287130178906,-0.0017043722872318,0.865161798323013,0.5,0.0,0.0
2006-02-28,EURCHF,0.5072555180237669,0.0064804050856976,1.008030630961836,0.5,0.0,0.0
2006-03-31,EURCHF,0.5626582637204242,0.0105605663698331,1.1147559610710152,0.5,0.0,0.0
2006-04-30,EURCHF,0.6128707909706306,-0.0096975467065448,1.235439128647806,0.5,0.0,0.0
2006-05-31,EURCHF,0.6397549620627888,-0.0021109199932165,1.2816208441187942,0.5,0.0,0.0
2006-06-30,EURCHF,0.6983881899845394,0.0020789695802546,1.3946974103888243,0.5,0.0,0.0
2006-07-31,EURCHF,0.6976946287184308,0.0045267698200256,1.390862487616836,0.5,0.0,0.0
2006-08-31,EURCHF,0.7611612411001081,0.0030170725546087,1.5193054096456076,0.5,0.0,0.0
2006-09-30,EURCHF,0.8483045124576979,0.0051870945287181,1.6914219303866778,0.5,0.0,0.0
2006-10-31,EURCHF,0.8483817641692932,0.0017461637698411,1.6950173645687454,0.5,0.0,0.0
2006-11-30,EURCHF,0.9229358999905065,-0.0008002092312439,1.8466720092122568,0.5,0.0,0.0
2006-12-31,EURCHF,1.012975204172161,0.014033253592002,2.01191715475232,0.5,0.0,0.0
2007-01-31,EURCHF,0.0076079043505286005,0.0077579043505286,2.04146084482048,0.0,-0.5,0.00015
2007-02-28,EURCHF,-0.0049772109858866,-0.0049772109858866,2.0866654350562346,0.0,0.0,0.0
2007-03-31,EURCHF,0.0061791527285527,0.0061791527285527,2.181395168420868,0.0,0.0,0.0
2007-04-30,EURCHF,0.0148884607671128,0.0148884607671128,2.167076926714377,0.0,0.0,0.0
2007-05-31,EURCHF,0.0004550763848389,0.0004550763848389,2.314907976772088,0.0,0.0,0.0
2007-06-30,EURCHF,0.003451829261602,0.003451829261602,2.57675127065333,0.0,0.0,0.0
2007-07-31,EURCHF,-0.0063922395136779,-0.0063922395136779,2.518197230032642,0.0,0.0,0.0
2007-08-31,EURCHF,0.0020604089814915,0.0020604089814915,2.695652883982979,0.0,0.0,0.0
2007-09-30,EURCHF,1.2509801452145766,0.0080428577361004,2.494217432693053,0.5,0.5,0.00015
2007-10-31,EURCHF,1.1251846779077608,0.0104851024984534,2.239884253317068,0.5,0.0,0.0
2007-11-30,EURCHF,1.305956656952293,-0.0127462850046239,2.6246595989092096,0.5,0.0,0.0
2007-12-31,EURCHF,-0.0018416899784048,-0.0016916899784048,2.38834634567299,0.0,-0.5,0.00015
2008-01-31,EURCHF,-0.028614123874141,-0.028614123874141,2.4168267017638705,0.0,0.0,0.0
2008-02-29,EURCHF,1.2769528033130177,-0.0167849710783782,2.5709905777044137,0.5,0.5,0.00015
2008-03-31,EURCHF,1.3340234438557355,-0.0080048710535159,2.676051758764987,0.5,0.0,0.0
2008-04-30,EURCHF,1.198247341582022,0.0305599837811884,2.365934699382856,0.5,0.0,0.0
2008-05-31,EURCHF,1.1613691158100654,0.0028726332129657,2.319865598407165,0.5,0.0,0.0
2008-06-30,EURCHF,1.1538401198243897,-0.0076787695011248,2.3153590091499043,0.5,0.0,0.0
2008-07-31,EURCHF,1.122277654062985,0.0154520631163032,2.229103245009667,0.5,0.0,0.0
2008-08-31,EURCHF,1.1011845646845946,-0.011035757813506,2.213404887182695,0.5,0.0,0.0
2008-09-30,EURCHF,1.366384351815432,-0.0215643296896859,2.75433303332055,0.5,0.0,0.0
2008-10-31,EURCHF,0.8735924335251195,-0.068356166077153,1.815541033127392,0.5,0.0,0.0
2008-11-30,EURCHF,0.4463689957485634,0.0424106345917432,0.8503273569053836,0.5,0.0,0.0
2008-12-31,EURCHF,0.1405612487722051,-0.0315410355581491,0.3126635331025593,0.5,0.0,0.0
2009-01-31,EURCHF,0.29957309584844893,-0.0049756524487168,0.2997230958484489,1.0,0.5,0.00015
2009-02-28,EURCHF,0.2899544892171318,-0.0022238704495179,0.2899544892171318,1.0,0.0,0.0
2009-03-31,EURCHF,0.2202891149833987,0.0185153340904776,0.2202891149833987,1.0,0.0,0.0
2009-04-30,EURCHF,0.2014477247363464,-0.0007155113892686,0.2014477247363464,1.0,0.0,0.0
2009-05-31,EURCHF,0.1943178324375542,0.0006823971617379,0.1943178324375542,1.0,0.0,0.0
2009-06-30,EURCHF,0.1876128046273126,0.0095902658014611,0.1876128046273126,1.0,0.0,0.0
2009-07-31,EURCHF,0.07756628732246815,-0.0009122202036352,0.1563447948485715,0.5,-0.5,0.00015
2009-08-31,EURCHF,0.0565164084222812,-0.0033936684154364,0.1164264852599988,0.5,0.0,0.0
2009-09-30,EURCHF,0.04824378503918925,-0.0007579128104062,0.0972454828887847,0.5,0.0,0.0
2009-10-31,EURCHF,0.0429209820942941,-0.0039371950158073,0.0897791592043955,0.5,0.0,0.0
2009-11-30,EURCHF,0.0523759692243706,-0.0015301714988883,0.1062821099476295,0.5,0.0,0.0
2009-12-31,EURCHF,0.043239946646551904,-0.0165972534537522,0.103077146746856,0.5,0.0,0.0
2010-01-31,EURCHF,0.09648954616998841,-0.0088823878439384,0.0966395461699884,1.0,0.5,0.00015
2010-02-28,EURCHF,0.0885416073301084,-0.0051200875433513,0.0885416073301084,1.0,0.0,0.0
2010-03-31,EURCHF,0.0820680954578673,-0.0270961837392857,0.0820680954578673,1.0,0.0,0.0
2010-04-30,EURCHF,0.0807165201253822,0.0061192674214723,0.0807165201253822,1.0,0.0,0.0
2010-05-31,EURCHF,0.0331701734027971,-0.0081087302550285,0.0331701734027971,1.0,0.0,0.0
2010-06-30,EURCHF,0.0606801769082638,-0.0749830959507696,0.0606801769082638,1.0,0.0,0.0
2010-07-31,EURCHF,0.1268827446395256,0.0301679073433708,0.1268827446395256,1.0,0.0,0.0
2010-08-31,EURCHF,0.1221888570810698,-0.0542181010653654,0.1221888570810698,1.0,0.0,0.0
2010-09-30,EURCHF,0.1380682104537357,0.0399946705860236,0.1380682104537357,1.0,0.0,0.0
2010-10-31,EURCHF,0.124951855284791,0.0225489945170263,0.124951855284791,1.0,0.0,0.0
2010-11-30,EURCHF,0.04323207469314774,-0.0503042718419927,0.1370684212282882,0.5,-0.5,0.00015
2010-12-31,EURCHF,0.0482570562764703,-0.0409198549272598,0.1374339674802004,0.5,0.0,0.0
2011-01-31,EURCHF,0.08222801010864814,0.0330219239582336,0.1314340962590627,0.5,0.0,0.0
2011-02-28,EURCHF,0.06114690749497355,-0.0080465828604134,0.1303403978503605,0.5,0.0,0.0
2011-03-31,EURCHF,0.07311116786067325,0.0145928094010912,0.1316295263202553,0.5,0.0,0.0
2011-04-30,EURCHF,0.057540371008538496,-0.0153729440918984,0.1304536861089754,0.5,0.0,0.0
2011-05-31,EURCHF,0.0371568984362171,-0.0413072852130439,0.1156210820854781,0.5,0.0,0.0
2011-06-30,EURCHF,0.05411856843589815,-0.0087573673422297,0.116994504214026,0.5,0.0,0.0
2011-07-31,EURCHF,0.020749451820238296,-0.0746079746894039,0.1161068783298805,0.5,0.0,0.0
2011-08-31,EURCHF,0.007010136954427401,0.0239432494815614,-0.0099229755727066,0.5,0.0,0.0
2011-09-30,EURCHF,0.0224061799443623,0.0481096899492844,-0.0032973300605598,0.5,0.0,0.0
2011-10-31,EURCHF,0.00640074615171055,-0.0003620118022471,0.0131635041056682,0.5,0.0,0.0
2011-11-30,EURCHF,0.01708531342629555,0.0103477710632603,0.0238228557893308,0.5,0.0,0.0
2011-12-31,EURCHF,0.008228021770448748,-0.0090484287751915,0.025504472316089,0.5,0.0,0.0
2012-01-31,EURCHF,0.01550226185690945,-0.0106084258666213,0.0416129495804402,0.5,0.0,0.0
2012-02-29,EURCHF,0.029205088299169298,0.0011206808270553,0.0572894957712833,0.5,0.0,0.0
2012-03-31,EURCHF,0.036043873741112196,-0.0010044036886708,0.0730921511708952,0.5,0.0,0.0
2012-04-30,EURCHF,0.0345709719614044,-0.002253198873014,0.0713951427958228,0.5,0.0,0.0
2012-05-31,EURCHF,0.0202480231263447,-0.000191464831409,0.0406875110840984,0.5,0.0,0.0
2012-06-30,EURCHF,0.017409447825349908,2.497575270801744e-05,0.0347939198979918,0.5,0.0,0.0
2012-07-31,EURCHF,0.009010544136350815,7.492351561302901e-05,0.0179461647570886,0.5,0.0,0.0
2012-08-31,EURCHF,0.00430892027813475,-0.000241440317543,0.0088592808738125,0.5,0.0,0.0
2012-09-30,EURCHF,0.00715086066806145,0.0062337562365918,0.0080679650995311,0.5,0.0,0.0
2012-10-31,EURCHF,0.00201033641813575,-0.0009686192966142,0.0049892921328857,0.5,0.0,0.0
2012-11-30,EURCHF,0.0012781865746526498,-0.0016579352560886,0.0042143084053939,0.5,0.0,0.0
2012-12-31,EURCHF,-0.0033747748458332998,0.0019974727430466,-0.0087470224347132,0.5,0.0,0.0
2013-01-31,EURCHF,0.01252874127814265,0.0227898374685833,0.002267645087702,0.5,0.0,0.0
2013-02-28,EURCHF,-0.00595205614180595,-0.0102664292704715,-0.0016376830131404,0.5,0.0,0.0
2013-03-31,EURCHF,-0.0033171674296179,-0.0049839845444717,-0.0016503503147641,0.5,0.0,0.0
2013-04-30,EURCHF,0.0019824183085862,0.0058585355755005,-0.0018936989583281,0.5,0.0,0.0
2013-05-31,EURCHF,0.00614461239566,0.014099251171494,-0.001810026380174,0.5,0.0,0.0
2013-06-30,EURCHF,-0.00685856263423295,-0.0099087657431088,-0.0038083595253571,0.5,0.0,0.0
2013-07-31,EURCHF,-0.0008670214406046998,0.0023646724247479,-0.0040987153059573,0.5,0.0,0.0
2013-08-31,EURCHF,-0.00297206345030125,-0.0021287667696462,-0.0038153601309563,0.5,0.0,0.0
2013-09-30,EURCHF,-0.004178312320736,-0.0045162629344582,-0.0038403617070138,0.5,0.0,0.0
2013-10-31,EURCHF,0.0002682178986542997,0.0064908057950345,-0.0059543699977259,0.5,0.0,0.0
2013-11-30,EURCHF,-0.00408805951867095,-0.0002110817949791,-0.0079650372423628,0.5,0.0,0.0
2013-12-31,EURCHF,-0.00514177441568365,-0.0034404123385778,-0.0068431364927895,0.5,0.0,0.0
2014-01-31,EURCHF,-0.0061130302977551,-0.0041065472547906,-0.0081195133407196,0.5,0.0,0.0
2014-02-28,EURCHF,-0.007324331038809,-0.0061545725656379,-0.0084940895119801,0.5,0.0,0.0
2014-03-31,EURCHF,-0.0031863714561189502,0.0025977456981418,-0.0089704886103797,0.5,0.0,0.0
2014-04-30,EURCHF,-0.0035921081560458994,0.0023043657817813,-0.0094885820938731,0.5,0.0,0.0
2014-05-31,EURCHF,-0.0053608845933683,-0.0002211854731122,-0.0105005837136244,0.5,0.0,0.0
2014-06-30,EURCHF,-0.0040372958735067,-0.0051502259763158,-0.0029243657706976,0.5,0.0,0.0
2014-07-31,EURCHF,0.0013578203332151,0.0021553150824627,0.0005603255839675,0.5,0.0,0.0
2014-08-31,EURCHF,-0.0035009689657641,-0.0088399368942073,0.0018379989626791,0.5,0.0,0.0
2014-09-30,EURCHF,-2.4962492993177425e-05,4.974175738667319e-05,-9.966674337302804e-05,0.5,0.0,0.0
2014-10-31,EURCHF,0.0008048039163426001,-0.0004560587482703,0.0020656665809555,0.5,0.0,0.0
2014-11-30,EURCHF,-0.0029413256809913,-0.0029569847034141,-0.0029256666585685,0.5,0.0,0.0
2014-12-31,EURCHF,-0.0185098752642801,0.0006652530285676,-0.0376850035571278,0.5,0.0,0.0
2015-01-31,EURCHF,-0.5249487819088994,-0.1463545557717427,-0.903543008046056,0.5,0.0,0.0
2015-02-28,EURCHF,-0.8728833359722726,0.0273841493571465,-0.8727333359722727,1.0,0.5,0.00015
2015-03-31,EURCHF,-0.8505320086807666,-0.0229673082784305,-0.8505320086807666,1.0,0.0,0.0
2015-04-30,EURCHF,-0.8142486893695375,0.002468759028549,-0.8142486893695375,1.0,0.0,0.0
2015-05-31,EURCHF,-0.8200433700585246,-0.0120278924697424,-0.8200433700585246,1.0,0.0,0.0
2015-06-30,EURCHF,-0.8307557291181157,0.0077083554425118,-0.8307557291181157,1.0,0.0,0.0
2015-07-31,EURCHF,-0.785783059744286,0.0190996265990564,-0.785783059744286,1.0,0.0,0.0
2015-08-31,EURCHF,-0.7797537292369711,0.0209480530129001,-0.7797537292369711,1.0,0.0,0.0
2015-09-30,EURCHF,-0.7906404077825175,0.0032407478393963,-0.7906404077825175,1.0,0.0,0.0
2015-10-31,EURCHF,-0.3867538606646962,-0.0005976434637089,-0.7726100778656835,0.5,-0.5,0.00015
2015-11-30,EURCHF,-0.4234111519412279,-0.0002115594236917,-0.8466107444587642,0.5,0.0,0.0
2015-12-31,EURCHF,-0.3974087250461975,0.0010757286339866,-0.7958931787263817,0.5,0.0,0.0
2016-01-31,EURCHF,-0.38450428458004104,0.0177966244890716,-0.7868051936491537,0.5,0.0,0.0
2016-02-29,EURCHF,-0.4254748995857,-0.0202255519873984,-0.8307242471840016,0.5,0.0,0.0
2016-03-31,EURCHF,-0.38570827392702106,0.0081558214520493,-0.7795723693060914,0.5,0.0,0.0
2016-04-30,EURCHF,-0.3862031815816187,0.0033293989041777,-0.7757357620674151,0.5,0.0,0.0
2016-05-31,EURCHF,-0.381698468148393,0.0076022537758172,-0.7709991900726032,0.5,0.0,0.0
2016-06-30,EURCHF,-0.4229045989852068,-0.0205347524418129,-0.8252744455286007,0.5,0.0,0.0
2016-07-31,EURCHF,-0.3975727741638357,-0.0007198095584044,-0.7944257387692669,0.5,0.0,0.0
2016-08-31,EURCHF,-0.396875236316902,0.0133244214516937,-0.8070748940854977,0.5,0.0,0.0
2016-09-30,EURCHF,-0.4021446583757126,-0.0057188429525822,-0.798570473798843,0.5,0.0,0.0
2016-10-31,EURCHF,-0.3934418665384964,-0.0050608836416433,-0.7818228494353495,0.5,0.0,0.0
2016-11-30,EURCHF,-0.411039718271297,-0.0077649471764767,-0.8143144893661173,0.5,0.0,0.0
2016-12-31,EURCHF,-0.40030460713514293,-0.005117051841293,-0.7954921624289929,0.5,0.0,0.0
2017-01-31,EURCHF,-0.39418189438180923,-0.0037005583716277,-0.7846632303919907,0.5,0.0,0.0
2017-02-28,EURCHF,-0.7976554361474305,-0.0040338522587529,-0.7975054361474305,1.0,0.5,0.00015
2017-03-31,EURCHF,-0.7755505371784391,0.0048293190759229,-0.7755505371784391,1.0,0.0,0.0
2017-04-30,EURCHF,-0.38729376551857314,0.014183580939348,-0.7884711119764943,0.5,-0.5,0.00015
2017-05-31,EURCHF,-0.3899357285959041,0.0035905028446005,-0.7834619600364087,0.5,0.0,0.0
2017-06-30,EURCHF,-0.3874598136505075,0.0063118857036978,-0.7812315130047128,0.5,0.0,0.0
2017-07-31,EURCHF,-0.3675822417706507,0.0445264046659927,-0.779690888207294,0.5,0.0,0.0
2017-08-31,EURCHF,-0.39310280220630883,-0.0026850584410405,-0.7835205459715772,0.5,0.0,0.0
2017-09-30,EURCHF,-0.3886271170472582,0.0018899131540707,-0.7791441472485872,0.5,0.0,0.0
2017-10-31,EURCHF,-0.3816559893683326,0.0154139449891395,-0.7787259237258047,0.5,0.0,0.0
2017-11-30,EURCHF,-0.3972969730481306,0.0077938841160848,-0.802387830212346,0.5,0.0,0.0
2017-12-31,EURCHF,-0.4014175845386411,-0.0004783994213761,-0.8023567696559062,0.5,0.0,0.0
2018-01-31,EURCHF,-0.4043099388115141,-0.0122339093270555,-0.7963859682959727,0.5,0.0,0.0
2018-02-28,EURCHF,-0.40634744205408935,-0.003700418027565,-0.8089944660806137,0.5,0.0,0.0
2018-03-31,EURCHF,-0.3808549843553339,0.0202572296592778,-0.7819671983699455,0.5,0.0,0.0
2018-04-30,EURCHF,-0.3834549307794056,0.0180267096423352,-0.7849365712011465,0.5,0.0,0.0
2018-05-31,EURCHF,-0.41460466373844623,-0.0374074275883253,-0.7918018998885672,0.5,0.0,0.0
2018-06-30,EURCHF,-0.38641711864628536,0.0036712540801642,-0.776505491372735,0.5,0.0,0.0
2018-07-31,EURCHF,-0.38597336425941403,0.000777544553597,-0.7727242730724251,0.5,0.0,0.0
2018-08-31,EURCHF,-0.40421293375475237,-0.0295353125265841,-0.7788905549829206,0.5,0.0,0.0
2018-09-30,EURCHF,-0.3812397838756797,0.0137455566084096,-0.776225124359769,0.5,0.0,0.0
2018-10-31,EURCHF,-0.3893263817320793,0.0009295555464879,-0.7795823190106465,0.5,0.0,0.0
2018-11-30,EURCHF,-0.41799065438442395,-0.0087951159664008,-0.8271861928024471,0.5,0.0,0.0
2018-12-31,EURCHF,-0.3989027196439889,-0.0047332121693527,-0.793072227118625,0.5,0.0,0.0
2019-01-31,EURCHF,-0.38663429872323485,0.011141315155053,-0.7844099126015227,0.5,0.0,0.0
2019-02-28,EURCHF,-0.3918965170492068,-0.0028155648846273,-0.7809774692137863,0.5,0.0,0.0
2019-03-31,EURCHF,-0.39977976412204586,-0.016515351237613,-0.7830441770064787,0.5,0.0,0.0
2019-04-30,EURCHF,-0.3828635182428821,0.0237669127712116,-0.7894939492569758,0.5,0.0,0.0
2019-05-31,EURCHF,-0.4133405881207904,-0.0224599336758645,-0.8042212425657163,0.5,0.0,0.0
2019-06-30,EURCHF,-0.4073761076023587,-0.0066601089914939,-0.8080921062132235,0.5,0.0,0.0
2019-07-31,EURCHF,-0.41076747734512553,-0.0083652981795198,-0.8131696565107313,0.5,0.0,0.0
2019-08-31,EURCHF,-0.4466306794930796,-0.011269834431523,-0.8819915245546363,0.5,0.0,0.0
2019-09-30,EURCHF,-0.4035058993170908,-0.0011671025480129,-0.8058446960861687,0.5,0.0,0.0
2019-10-31,EURCHF,-0.3868601682395236,0.0114829248321118,-0.785203261311159,0.5,0.0,0.0
2019-11-30,EURCHF,-0.41190384762821314,0.001616741800688,-0.8254244370571143,0.5,0.0,0.0
2019-12-31,EURCHF,-0.3953100370359761,-0.0148851184397569,-0.7757349556321953,0.5,0.0,0.0
2020-01-31,EURCHF,-0.39211939715543925,-0.0155122467016477,-0.7687265476092308,0.5,0.0,0.0
2020-02-29,EURCHF,-0.41240053426334555,-0.0040310161170955,-0.8207700524095956,0.5,0.0,0.0
2020-03-31,EURCHF,-0.38976682805317636,-0.0039247293895172,-0.7756089267168356,0.5,0.0,0.0
2020-04-30,EURCHF,-0.35989199182131665,-0.0025021611887578,-0.7172818224538755,0.5,0.0,0.0
2020-05-31,EURCHF,-0.37373930890626295,0.0091191620130649,-0.7565977798255908,0.5,0.0,0.0
2020-06-30,EURCHF,-0.38277449341246583,-0.0030586802101516,-0.76249030661478,0.5,0.0,0.0
2020-07-31,EURCHF,-0.38605456251727055,0.0108878053920146,-0.7829969304265557,0.5,0.0,0.0
2020-08-31,EURCHF,-0.39054446776189444,0.0026826714687491,-0.783771606992538,0.5,0.0,0.0
2020-09-30,EURCHF,-0.400023661110238,0.0006672288935229,-0.8007145511139989,0.5,0.0,0.0
2020-10-31,EURCHF,-0.40525864321477206,-0.0106077334250715,-0.7999095530044726,0.5,0.0,0.0
