pair,dyn_ret,dyn_vol,dyn_Sharpe,dyn_MDD,0_ret,0_vol,0_Sharpe,100_ret,100_vol,100_Sharpe,IR_vs_0,IR_vs_100,avg_turnover_%
EURCHF,1.633062774594674,1.8750328744665015,0.8709515426812585,-1.0,-0.020007860265749234,0.0585945391697862,-0.34146288287673954,4.510862696497835,3.917653179980983,1.1514196099716338,0.8816821912021092,-1.0933899750067928,2.7950310559006213
EURGBP,14.35719820629304,5.246974687988205,2.736281202034515,-0.06913174468122096,0.00785189814116902,0.07388425053801696,0.10627296188284194,25.98460351946511,7.721071378858584,3.3654142339125026,2.73477944438421,-2.154662553437858,4.3478260869565215
EURJPY,0.4908847184182423,0.331190464116622,1.4821825251749616,-0.9485317397296332,0.009941045361180064,0.11080942124133393,0.08971299777416285,1.1688223082643492,0.7158577579248433,1.6327577585421122,1.4033211581066227,-1.486558339801276,3.4161490683229814
EURUSD,11.61448235458205,4.122594024980478,2.817275308751036,-0.08286699746820692,0.00019004161909372608,0.09350846849969019,0.002032346611412588,24.7516789677586,7.189851238565434,3.442585687307936,2.8129652669394947,-2.513450334680281,4.968944099378882
