pair,Date,base,fore,spot,ret_1m,rate_base,rate_fore,carry_nom_1m,carry_real_1m,policy_bias,CarryScore,cpi_yoy_base,cpi_yoy_fore,dSpot_12m,dPPP_12m,Value_PPP,ValueScore,mom_3m,ma_fast,ma_slow,ma_signal,rsi_14,rsi_signal,z_bb,MomentumScore,gdp_yoy_base,gdp_yoy_fore,gdp_yoy_diff,cpi_yoy_diff,MacroScore,hedge_cost_1m,HedgeCostScore,FX_Score,FX_Score_next,HedgeRatio
EURUSD,2011-08-31,EUR,USD,1.4369,-0.0020161998000415293,0.009922975572706605,0.2215,0.2115770244272934,0.1998643745036037,0.19647695137858695,-0.8836074802933349,0.026000000000000023,0.03771264992368972,0.12504715923798973,0.0117126499236897,-0.11333450931430003,-0.976170559465097,-0.0018772819697146503,1.4423000000000001,1.40065,1.0,68.08691223900868,0.36173824478017363,1.021690507356744,0.2714112058767947,0.015133605627032365,0.03854089968151264,0.023407294054480277,0.0117126499236897,0.6036472975544835,-0.2115770244272934,-0.8790223949100123,-0.4220770191655004,-0.3908272551128551,0.5
EURUSD,2011-09-30,EUR,USD,1.3387,-0.07078902144330895,0.009967330060559831,0.23944,0.22947266993944015,0.22069998245266154,0.2205248471833668,-0.8457640201669562,0.029910269192422678,0.0386829566792013,-0.018282586136832812,0.008772687486778619,0.02705527362361143,0.5066227115755239,-0.08000248414564026,1.4051333333333336,1.3985916666666665,1.0,52.7644825878858,0.05528965175771603,-0.30779190665953277,-1.1925370355268614,0.062394398144647756,0.033422469605279836,-0.02897192853936792,0.008772687486778619,-0.07365921622561353,-0.22947266993944015,-0.8422389604835785,-0.44260784654696544,-0.4220770191655004,0.5
EURUSD,2011-10-31,EUR,USD,1.3858,0.034578596401428796,0.010166495894331717,0.24528,0.23511350410566828,0.23247108432545166,0.23229308702255422,-0.8134357665188664,0.033898305084745894,0.036540724864962515,-0.00640174817136796,0.0026424197802166205,0.00904416795158458,0.3065467510651035,-0.038226624841921686,1.3871333333333336,1.39785,-1.0,59.564793764209156,0.19129587528418313,0.32908151258091894,-0.9805330382922938,0.062394398144647756,0.033422469605279836,-0.02897192853936792,0.0026424197802166205,-0.13423942887702187,-0.23511350410566828,-0.8119925464503417,-0.4486099667510374,-0.44260784654696544,0.5
EURUSD,2011-11-30,EUR,USD,1.3446,-0.03018101915834448,0.007847144210669121,0.27144,0.2635928557893309,0.26043372303227097,0.24935317994749961,-0.7729716917287123,0.030784508440913516,0.03394364119797344,0.03504085466872858,0.0031591327570599237,-0.03188172191166866,-0.13101121804000138,-0.06639144420022464,1.3563666666666665,1.4017083333333333,-1.0,48.32621082621084,-0.0334757834757832,-0.23630679075792033,-1.5358001625683941,0.062394398144647756,0.033422469605279836,-0.02897192853936792,0.0031591327570599237,-0.1152642081872044,-0.2635928557893309,-0.771371852513916,-0.5519185438295411,-0.4486099667510374,0.5
EURUSD,2011-12-31,EUR,USD,1.2961,-0.03673681560560693,0.006165527683910987,0.2953,0.289134472316089,0.2816433842694249,0.27636366405270996,-0.7358026830392347,0.024679170779861703,0.0321702588265258,-0.03211511524328481,0.007491088046664096,0.039606203289948905,0.6022946960088076,-0.032339238362522615,1.3421666666666667,1.3981833333333331,-1.0,41.48237733241187,-0.17035245335176255,-0.8698104431881137,-1.1471234238910843,0.07707542188936034,0.022091555096290127,-0.05498386679307021,0.007491088046664096,-0.3770821394006124,-0.289134472316089,-0.7327233768937266,-0.5425185927688975,-0.5519185438295411,1.0
EURUSD,2012-01-31,EUR,USD,1.3084,0.009445261234899416,0.004217050419559776,0.26475,0.2605329495804402,0.2581196829773142,0.2748337109482646,-0.7228718522189201,0.026838966202783254,0.029252232805909273,-0.04556767102273368,0.0024132666031260186,0.0479809376258597,0.6675706195316671,-0.057472573529051996,1.316366666666667,1.3931000000000002,-1.0,51.02082069941379,0.020416413988275792,-0.8146449679921128,-1.2775809466147785,0.07989753417157153,0.034801335382609544,-0.04509619878896198,0.0024132666031260186,-0.2989242221232236,-0.2605329495804402,-0.7215259020765905,-0.5348589547484137,-0.5425185927688975,1.0
EURUSD,2012-02-29,EUR,USD,1.3325,0.018251860375770812,0.0035405042287166566,0.2435,0.23995949577128334,0.23897165904544576,0.2502462226758618,-0.7078840548242097,0.027722772277227747,0.028710609003065324,-0.0354613102293756,0.0009878367258375764,0.036449146955213174,0.5254199173085625,-0.009039693994936704,1.3123333333333334,1.3890916666666666,-1.0,49.3837476498851,-0.012325047002297964,-0.6115157821236605,-0.5462699492875693,0.07989753417157153,0.034801335382609544,-0.04509619878896198,0.0009878367258375764,-0.30992313065494037,-0.23995949577128334,-0.706989511007946,-0.3998584073604439,-0.5348589547484137,1.0
EURUSD,2012-03-31,EUR,USD,1.3343,0.0013499327083753565,0.003577848829104724,0.24125,0.23767215117089527,0.23256701525089676,0.23881582347108932,-0.6860760821951657,0.013671875,0.018777010919998505,-0.05928793259171383,0.005105135919998505,0.06439306851171234,0.7993468164808438,0.029047054319045584,1.3250666666666666,1.3823,-1.0,46.095661846496114,-0.07808676307007772,-0.6190725252498228,-0.05838456571436111,0.07184574859150716,0.03197157271788664,-0.03987417587362052,0.005105135919998505,-0.18311161639791798,-0.23767215117089527,-0.683609870616317,-0.2772296327099932,-0.3998584073604439,0.5
EURUSD,2012-04-30,EUR,USD,1.3239,-0.007824883804763705,0.0036048572041771365,0.23875,0.23514514279582285,0.23678009932952568,0.23640864698335906,-0.660874210279816,0.031249999999999778,0.029615043466296953,-0.11193302297106184,-0.001634956533702825,0.11029806643735901,1.2581548624280496,0.011776909279382464,1.3302333333333334,1.3692333333333335,-1.0,43.681747269890785,-0.1263650546021843,-0.903074737461711,-0.3299259831635461,0.062459678327183354,0.04672913633565545,-0.015730541991527902,-0.001634956533702825,0.037297525267646424,-0.23514514279582285,-0.6609328230238964,-0.12504570534813328,-0.2772296327099932,0.5
EURUSD,2012-05-31,EUR,USD,1.2365,-0.06829711798214044,0.003482488915901527,0.23875,0.23526751108409846,0.24249646722510662,0.23520632693996066,-0.635131490227166,0.024271844660194164,0.017042888519186006,-0.15208048924340478,-0.007228956141008158,0.14485153310239662,1.5771051770093145,-0.07477206907852879,1.2982333333333334,1.3523083333333332,-1.0,32.10221601117986,-0.35795567977640275,-2.075066530253489,-1.6309883378861563,0.062459678327183354,0.04672913633565545,-0.015730541991527902,-0.007228956141008158,-0.04339191140599826,-0.23526751108409846,-0.6373776534999048,-0.10608879616048406,-0.12504570534813328,0.5
